s	algo1_time	algo2_time	algo3_time
818	0.000000	0.003887	0.000002
819	0.000000	0.004082	0.000002
820	0.000000	0.003757	0.000002
821	0.000000	0.004093	0.000002
822	0.000000	0.003776	0.000002
823	0.000000	0.003830	0.000002
824	0.000000	0.003790	0.000002
825	0.000000	0.004250	0.000003
826	0.000000	0.003791	0.000002
827	0.000000	0.004142	0.000002
828	0.000000	0.003838	0.000002
829	0.000000	0.004229	0.000002
830	0.000000	0.004018	0.000002
831	0.000000	0.004148	0.000002
832	0.000000	0.003850	0.000002
833	0.000000	0.004273	0.000002
834	0.000000	0.003949	0.000002
835	0.000000	0.004253	0.000002
836	0.000000	0.003877	0.000002
837	0.000000	0.004235	0.000002
838	0.000000	0.003968	0.000002
839	0.000000	0.004333	0.000002
840	0.000000	0.003863	0.000002
841	0.000000	0.004195	0.000002
842	0.000000	0.003995	0.000002
843	0.000000	0.004325	0.000002
844	0.000000	0.003915	0.000002
845	0.000000	0.004344	0.000002
846	0.000000	0.004067	0.000002
847	0.000000	0.004235	0.000002
848	0.000000	0.003944	0.000002
849	0.000000	0.004353	0.000002
850	0.000000	0.003977	0.000002
851	0.000000	0.006643	0.000004
852	0.000000	0.004135	0.000002
853	0.000000	0.004260	0.000002
854	0.000000	0.004257	0.000002
855	0.000000	0.004159	0.000002
856	0.000000	0.003963	0.000002
857	0.000000	0.004165	0.000002
858	0.000000	0.004121	0.000002
859	0.000000	0.004314	0.000003
860	0.000000	0.003985	0.000002
861	0.000000	0.004069	0.000002
862	0.000000	0.003958	0.000002
863	0.000000	0.004072	0.000002
864	0.000000	0.003956	0.000002
865	0.000000	0.004209	0.000002
866	0.000000	0.004088	0.000002
867	0.000000	0.004182	0.000004
868	0.000000	0.004136	0.000002
869	0.000000	0.004155	0.000002
870	0.000000	0.004023	0.000002
871	0.000000	0.004132	0.000002
872	0.000000	0.004035	0.000001
873	0.000000	0.004622	0.000004
874	0.000000	0.004307	0.000002
875	0.000000	0.004243	0.000004
876	0.000000	0.004281	0.000002
877	0.000000	0.004367	0.000002
878	0.000000	0.004201	0.000002
879	0.000000	0.004127	0.000002
880	0.000000	0.004079	0.000002
881	0.000000	0.004389	0.000003
882	0.000000	0.004196	0.000002
883	0.000000	0.004139	0.000002
884	0.000000	0.004078	0.000002
885	0.000000	0.004440	0.000002
886	0.000000	0.004297	0.000002
887	0.000000	0.004288	0.000002
888	0.000000	0.004222	0.000002
889	0.000000	0.004208	0.000002
890	0.000000	0.004282	0.000002
891	0.000000	0.004140	0.000002
892	0.000000	0.004075	0.000002
893	0.000000	0.004493	0.000002
894	0.000000	0.004135	0.000002
895	0.000000	0.004489	0.000002
896	0.000000	0.004511	0.000002
897	0.000000	0.004243	0.000002
898	0.000000	0.004116	0.000002
899	0.000000	0.004503	0.000002
900	0.000000	0.004126	0.000002
901	0.000000	0.006130	0.000004
902	0.000000	0.007769	0.000002
903	0.000000	0.004134	0.000002
904	0.000000	0.004251	0.000002
905	0.000000	0.004159	0.000002
906	0.000000	0.004296	0.000002
907	0.000000	0.004168	0.000002
908	0.000000	0.004348	0.000002
909	0.000000	0.004173	0.000002
910	0.000000	0.004294	0.000002
911	0.000000	0.004176	0.000002
912	0.000000	0.004493	0.000002
913	0.000000	0.004181	0.000002
914	0.000000	0.004599	0.000002
915	0.000000	0.004428	0.000002
916	0.000000	0.004331	0.000002
917	0.000000	0.004391	0.000002
918	0.000000	0.004281	0.000002
919	0.000000	0.004421	0.000002
920	0.000000	0.004347	0.000002
921	0.000000	0.004207	0.000002
922	0.000000	0.004619	0.000002
923	0.000000	0.004492	0.000002
924	0.000000	0.004380	0.000002
925	0.000000	0.004400	0.000002
926	0.000000	0.004492	0.000002
927	0.000000	0.004563	0.000002
928	0.000000	0.004413	0.000002
929	0.000000	0.004581	0.000002
930	0.000000	0.004407	0.000002
931	0.000000	0.004486	0.000002
932	0.000000	0.004351	0.000002
933	0.000000	0.004533	0.000002
934	0.000000	0.004424	0.000002
935	0.000000	0.004554	0.000002
936	0.000000	0.004373	0.000002
937	0.000000	0.004480	0.000004
938	0.000000	0.004592	0.000002
939	0.000000	0.004689	0.000003
940	0.000000	0.004405	0.000002
941	0.000000	0.004735	0.000003
942	0.000000	0.004442	0.000002
943	0.000000	0.004823	0.000003
944	0.000000	0.004580	0.000003
945	0.000000	0.004627	0.000002
946	0.000000	0.004342	0.000002
947	0.000000	0.004902	0.000002
948	0.000000	0.004368	0.000002
949	0.000000	0.004536	0.000002
950	0.000000	0.004642	0.000002
951	0.000000	0.004589	0.000002
952	0.000000	0.004635	0.000002
953	0.000000	0.004585	0.000002
954	0.000000	0.004418	0.000002
955	0.000000	0.004863	0.000002
956	0.000000	0.004416	0.000002
957	0.000000	0.004709	0.000002
958	0.000000	0.004441	0.000002
959	0.000000	0.004873	0.000003
960	0.000000	0.004659	0.000002
961	0.000000	0.004672	0.000002
962	0.000000	0.004626	0.000002
963	0.000000	0.004579	0.000002
964	0.000000	0.004656	0.000002
965	0.000000	0.004629	0.000003
966	0.000000	0.004627	0.000002
967	0.000000	0.004661	0.000002
968	0.000000	0.004710	0.000002
969	0.000000	0.004808	0.000002
970	0.000000	0.004604	0.000002
971	0.000000	0.004627	0.000002
972	0.000000	0.004733	0.000002
973	0.000000	0.004690	0.000002
974	0.000000	0.004458	0.000002
975	0.000000	0.004875	0.000002
976	0.000000	0.004495	0.000002
977	0.000000	0.004614	0.000002
978	0.000000	0.004750	0.000002
979	0.000000	0.004643	0.000002
980	0.000000	0.004759	0.000002
981	0.000000	0.004588	0.000002
982	0.000000	0.004812	0.000002
983	0.000000	0.004577	0.000002
984	0.000000	0.004773	0.000002
985	0.000000	0.004799	0.000002
986	0.000000	0.004702	0.000002
987	0.000000	0.004831	0.000002
988	0.000000	0.004931	0.000003
989	0.000000	0.008163	0.000004
990	0.000000	0.008251	0.000003
991	0.000000	0.005107	0.000003
992	0.000000	0.005660	0.000004
993	0.000000	0.008948	0.000003
994	0.000000	0.008668	0.000004
995	0.000000	0.008230	0.000004
996	0.000000	0.005527	0.000002
997	0.000000	0.004640	0.000002
998	0.000000	0.005023	0.000002
999	0.000000	0.004621	0.000002
