s	algo1_time	algo2_time	algo3_time
63	0.005787	0.000518	0.000002
64	0.005854	0.000778	0.000001
65	0.006454	0.000546	0.000001
66	0.006609	0.000553	0.000001
67	0.007389	0.000551	0.000002
68	0.007482	0.000557	0.000001
69	0.008327	0.000566	0.000001
70	0.008356	0.000589	0.000001
71	0.008780	0.000600	0.000001
72	0.009179	0.000597	0.000001
73	0.009766	0.000616	0.000002
74	0.010270	0.000682	0.000002
75	0.012693	0.001188	0.000003
76	0.013173	0.000784	0.000002
77	0.011664	0.000686	0.000002
78	0.011989	0.000701	0.000001
79	0.012647	0.000687	0.000001
80	0.013129	0.000698	0.000001
81	0.013758	0.000709	0.000002
82	0.014510	0.000766	0.000002
83	0.014561	0.000886	0.000002
84	0.015340	0.000940	0.000002
85	0.016136	0.000735	0.000001
86	0.017819	0.000802	0.000002
87	0.019268	0.000751	0.000002
88	0.018421	0.000788	0.000002
89	0.019213	0.000790	0.000002
90	0.020688	0.000762	0.000002
91	0.021120	0.000789	0.000002
92	0.021391	0.000796	0.000002
93	0.022977	0.000808	0.000002
94	0.023609	0.000814	0.000002
95	0.024546	0.000826	0.000002
96	0.025522	0.000827	0.000002
97	0.027095	0.000811	0.000002
98	0.030213	0.001183	0.000002
99	0.029533	0.000824	0.000002
100	0.029253	0.000832	0.000002
101	0.030901	0.000991	0.000002
102	0.031879	0.000989	0.000002
103	0.033338	0.000983	0.000002
104	0.034119	0.000883	0.000002
105	0.035677	0.000930	0.000002
106	0.037450	0.000881	0.000002
107	0.038401	0.000891	0.000002
108	0.054603	0.001589	0.000004
109	0.042769	0.000917	0.000002
110	0.043551	0.000910	0.000002
111	0.045095	0.000940	0.000003
112	0.046838	0.000933	0.000002
113	0.053149	0.000954	0.000003
114	0.050563	0.000955	0.000002
115	0.057104	0.001029	0.000003
116	0.057533	0.000974	0.000003
117	0.057776	0.001003	0.000003
118	0.057895	0.000993	0.000003
119	0.063576	0.001004	0.000003
120	0.061413	0.001080	0.000002
121	0.063826	0.001024	0.000003
122	0.076999	0.001162	0.000003
123	0.068173	0.001053	0.000003
124	0.070727	0.001058	0.000003
125	0.073843	0.001097	0.000003
126	0.077173	0.001195	0.000003
127	0.080263	0.001083	0.000003
128	0.086431	0.001116	0.000003
129	0.084479	0.001130	0.000002
130	0.087186	0.001136	0.000002
131	0.089920	0.001151	0.000003
132	0.094035	0.001159	0.000002
133	0.098052	0.001135	0.000002
134	0.101715	0.001154	0.000002
135	0.104005	0.001168	0.000002
136	0.106784	0.001195	0.000002
137	0.109594	0.001153	0.000003
138	0.116841	0.001156	0.000003
139	0.120718	0.001181	0.000002
140	0.119227	0.001156	0.000002
141	0.123710	0.001177	0.000002
142	0.127893	0.001246	0.000003
143	0.131004	0.001204	0.000002
144	0.136084	0.001213	0.000003
145	0.140038	0.001246	0.000003
146	0.144129	0.001285	0.000003
147	0.148735	0.001270	0.000003
148	0.154839	0.001312	0.000003
149	0.167482	0.001288	0.000003
150	0.163844	0.001305	0.000002
151	0.169733	0.001322	0.000003
152	0.177527	0.001309	0.000003
153	0.186720	0.001334	0.000003
154	0.184720	0.001369	0.000002
155	0.189962	0.001378	0.000003
156	0.208519	0.001360	0.000003
157	0.203526	0.001333	0.000003
158	0.205143	0.001369	0.000003
159	0.213656	0.001427	0.000003
160	0.221776	0.001507	0.000002
161	0.226356	0.002189	0.000004
162	0.244573	0.001362	0.000003
163	0.238281	0.001370	0.000003
164	0.242803	0.001369	0.000003
165	0.250250	0.001377	0.000003
166	0.261692	0.001403	0.000003
167	0.272530	0.002442	0.000004
168	0.288202	0.001412	0.000005
169	0.279549	0.001459	0.000003
170	0.291654	0.001478	0.000003
171	0.305871	0.001520	0.000003
172	0.300509	0.001448	0.000003
173	0.313570	0.001458	0.000003
174	0.317411	0.001494	0.000003
175	0.343181	0.001481	0.000003
176	0.339577	0.001597	0.000003
177	0.355235	0.001484	0.000003
178	0.352400	0.001494	0.000003
179	0.368708	0.001490	0.000003
180	0.381068	0.001508	0.000003
181	0.382880	0.001521	0.000003
182	0.389039	0.001528	0.000003
183	0.403358	0.001592	0.000003
184	0.406928	0.001595	0.000003
185	0.426061	0.001595	0.000003
186	0.432216	0.001589	0.000003
187	0.446195	0.001673	0.000004
188	0.469831	0.001584	0.000003
189	0.467903	0.001612	0.000003
190	0.477934	0.001641	0.000003
191	0.505136	0.001592	0.000003
192	0.506908	0.001616	0.000003
193	0.503696	0.001606	0.000003
194	0.553859	0.001651	0.000003
195	0.564074	0.001631	0.000003
196	0.544512	0.001643	0.000003
197	0.568644	0.001694	0.000003
198	0.600974	0.001653	0.000003
199	0.595296	0.001732	0.000003
200	0.591488	0.001689	0.000003
201	0.625182	0.003137	0.000003
202	0.633688	0.001719	0.000003
203	0.640296	0.001692	0.000003
204	0.658247	0.001704	0.000003
205	0.674541	0.001723	0.000003
206	0.707006	0.001727	0.000003
207	0.705865	0.001735	0.000003
208	0.721702	0.001744	0.000003
209	0.746316	0.001745	0.000003
210	0.772988	0.001748	0.000003
211	0.775180	0.001772	0.000003
212	0.772198	0.002302	0.000004
213	0.811195	0.001780	0.000003
214	0.812936	0.001797	0.000003
215	0.829136	0.001810	0.000002
216	0.875188	0.001807	0.000003
217	0.865252	0.001830	0.000002
218	0.912446	0.001824	0.000003
219	0.913388	0.001828	0.000003
220	0.917031	0.001855	0.000003
221	0.943815	0.001848	0.000003
222	1.015972	0.001853	0.000003
223	0.984926	0.001858	0.000003
224	1.007116	0.001873	0.000003
225	1.024349	0.001875	0.000003
226	1.038835	0.001881	0.000003
227	1.091870	0.001913	0.000003
228	1.142052	0.001910	0.000003
229	1.102557	0.001923	0.000003
230	1.127231	0.001913	0.000003
231	1.167248	0.001946	0.000003
232	1.183831	0.001997	0.000003
233	1.189365	0.001997	0.000003
234	1.198004	0.001968	0.000003
235	1.218113	0.001955	0.000003
236	1.267969	0.003727	0.000004
237	1.300830	0.001991	0.000003
238	1.296869	0.002043	0.000003
239	1.343178	0.002053	0.000003
240	1.348978	0.001979	0.000003
241	1.405556	0.002014	0.000003
242	1.392070	0.002029	0.000003
243	1.436806	0.002028	0.000003
244	1.479201	0.002066	0.000003
245	1.500103	0.002041	0.000003
246	1.568952	0.002057	0.000003
247	1.570676	0.002092	0.000003
248	1.631493	0.002081	0.000003
249	1.623982	0.002130	0.000003
250	1.637444	0.002071	0.000002
251	1.710098	0.002102	0.000003
252	1.708643	0.002098	0.000003
253	1.774553	0.002101	0.000003
254	1.803455	0.002298	0.000003
255	1.799479	0.002113	0.000002
256	1.839794	0.002192	0.000002
257	1.912712	0.002142	0.000003
258	1.913659	0.002143	0.000003
259	1.947601	0.002221	0.000003
260	1.985187	0.002162	0.000003
261	2.029336	0.002506	0.000004
262	2.052778	0.002176	0.000003
263	2.104692	0.002181	0.000002
264	2.108373	0.002196	0.000003
265	2.152364	0.002189	0.000003
266	2.173604	0.002261	0.000003
267	2.178977	0.002301	0.000003
268	2.273216	0.002291	0.000003
269	2.274540	0.002271	0.000003
270	2.357108	0.002297	0.000003
271	2.369968	0.002289	0.000003
272	2.426466	0.002277	0.000003
273	2.457709	0.002321	0.000003
274	2.513911	0.002269	0.000003
275	2.546352	0.002287	0.000002
276	2.594552	0.004006	0.000003
277	2.648118	0.002308	0.000002
278	2.654796	0.002387	0.000003
279	2.729106	0.002343	0.000002
280	2.770875	0.002326	0.000003
281	2.809567	0.002335	0.000003
282	2.870296	0.002339	0.000003
283	2.896468	0.002379	0.000002
284	2.964452	0.002434	0.000003
285	2.961982	0.002382	0.000003
286	3.036785	0.002394	0.000003
287	3.080057	0.002389	0.000003
288	3.112217	0.002395	0.000003
289	3.157644	0.002448	0.000003
290	3.244704	0.002453	0.000003
291	3.303240	0.002427	0.000003
292	3.303371	0.002505	0.000003
293	3.401303	0.002466	0.000003
294	3.436288	0.002437	0.000003
295	3.474936	0.002522	0.000003
296	3.565805	0.002491	0.000003
297	3.585329	0.002549	0.000003
298	3.649326	0.002539	0.000003
299	3.768893	0.002512	0.000003
300	3.765807	0.002520	0.000003
301	3.826568	0.002520	0.000003
302	3.913146	0.002610	0.000003
303	3.959735	0.002543	0.000003
304	4.001453	0.002556	0.000003
305	4.029781	0.002560	0.000003
306	4.141631	0.002570	0.000003
307	4.195596	0.002602	0.000003
308	4.226761	0.002609	0.000003
309	4.323586	0.004884	0.000004
310	4.341821	0.002656	0.000003
311	4.427490	0.003794	0.000004
312	4.492601	0.002610	0.000003
313	4.551778	0.002613	0.000003
314	4.645577	0.002620	0.000002
315	4.662815	0.002828	0.000003
316	4.753370	0.002678	0.000003
317	4.841268	0.002656	0.000003
318	4.887843	0.002660	0.000003
319	4.944049	0.002666	0.000003
320	5.016980	0.002694	0.000003
321	5.109141	0.002670	0.000003
322	5.175804	0.002694	0.000003
323	5.270283	0.002698	0.000003
324	5.313500	0.002766	0.000003
325	5.380194	0.002713	0.000003
326	5.466214	0.002740	0.000003
327	5.563751	0.002965	0.000003
328	5.620380	0.002722	0.000003
329	5.714149	0.002746	0.000003
330	5.876323	0.002774	0.000003
331	5.873059	0.002771	0.000003
332	5.923463	0.002838	0.000003
333	6.021976	0.002781	0.000002
334	6.087468	0.002795	0.000003
335	6.245324	0.002810	0.000003
336	6.294712	0.002812	0.000003
337	6.346680	0.002859	0.000003
338	6.445937	0.002836	0.000003
339	6.597888	0.003000	0.000003
340	6.623371	0.002864	0.000002
341	6.799293	0.002890	0.000002
342	6.800604	0.002921	0.000003
343	6.856459	0.002865	0.000003
344	7.010557	0.002909	0.000003
345	7.096382	0.002927	0.000003
346	7.140841	0.002912	0.000003
347	7.298242	0.002925	0.000003
348	7.333472	0.002914	0.000003
349	7.429564	0.003170	0.000004
350	7.555513	0.002925	0.000003
351	7.700164	0.002920	0.000003
352	7.728184	0.002966	0.000003
353	7.827777	0.002951	0.000003
354	7.964201	0.003014	0.000003
355	8.120800	0.002983	0.000003
356	8.171789	0.002985	0.000003
357	8.290391	0.002997	0.000003
358	8.354532	0.003008	0.000003
359	8.535582	0.003019	0.000003
360	8.630106	0.003087	0.000003
361	8.727573	0.003028	0.000003
362	8.863203	0.003043	0.000003
363	8.925918	0.003021	0.000003
364	9.011846	0.003072	0.000003
365	9.183630	0.003048	0.000003
366	9.251199	0.003086	0.000003
367	9.384254	0.003123	0.000003
368	9.498294	0.003072	0.000003
369	9.665751	0.003114	0.000003
370	9.739371	0.003284	0.000004
371	9.862076	0.003185	0.000003
372	9.952430	0.003122	0.000003
373	10.101994	0.003281	0.000002
374	10.211025	0.003211	0.000003
375	10.385304	0.003155	0.000003
376	10.434743	0.003137	0.000002
377	10.648910	0.003155	0.000003
378	10.701888	0.003183	0.000003
379	11.021521	0.003203	0.000003
380	10.946711	0.003171	0.000003
381	11.052037	0.003241	0.000003
382	11.266461	0.003232	0.000003
383	11.353155	0.003232	0.000003
384	11.472434	0.003218	0.000003
385	11.686316	0.003274	0.000003
386	11.864124	0.003227	0.000003
387	11.939844	0.003251	0.000003
388	12.132239	0.003352	0.000003
389	12.253818	0.003284	0.000003
390	12.419090	0.003312	0.000003
391	12.578850	0.003291	0.000003
392	12.708608	0.003383	0.000003
393	12.951316	0.003380	0.000003
394	13.039811	0.003283	0.000003
395	13.161002	0.003321	0.000003
396	13.444695	0.003340	0.000003
397	13.544989	0.003374	0.000003
398	13.613727	0.003350	0.000003
399	13.903411	0.003434	0.000003
400	13.946325	0.003374	0.000003
401	14.138988	0.003379	0.000003
402	14.278737	0.003399	0.000003
403	14.430566	0.003393	0.000003
404	14.590439	0.003381	0.000003
405	14.779686	0.003601	0.000003
406	15.042892	0.003418	0.000003
407	15.145113	0.004327	0.000003
408	15.232632	0.003433	0.000003
409	15.534212	0.003447	0.000003
410	15.753368	0.003447	0.000003
411	15.892584	0.003468	0.000004
412	16.060806	0.003466	0.000003
413	16.267648	0.003470	0.000003
414	16.533540	0.003513	0.000004
415	16.763314	0.003575	0.000004
416	16.895947	0.003489	0.000003
417	17.005884	0.003530	0.000003
418	17.124721	0.003514	0.000003
419	17.354329	0.003545	0.000003
420	17.510024	0.003532	0.000003
421	17.682341	0.003515	0.000003
422	17.902568	0.003539	0.000003
423	18.270044	0.003626	0.000003
424	18.314215	0.003593	0.000003
425	18.626015	0.003555	0.000003
426	18.757989	0.003593	0.000003
427	18.925080	0.003588	0.000003
428	19.127231	0.003595	0.000003
429	19.346213	0.003585	0.000003
430	19.548197	0.003654	0.000003
431	19.796363	0.003621	0.000003
432	20.074009	0.003608	0.000003
433	20.231923	0.003683	0.000003
434	20.438492	0.003671	0.000003
435	20.762003	0.003668	0.000003
436	20.954056	0.003733	0.000003
437	21.217906	0.003693	0.000003
438	21.361625	0.003767	0.000003
439	21.669111	0.003756	0.000003
440	21.713159	0.003700	0.000003
441	22.089520	0.003731	0.000003
442	22.234560	0.003769	0.000003
443	22.695095	0.003709	0.000003
444	22.860713	0.003712	0.000003
445	23.202780	0.003743	0.000003
446	23.342304	0.003731	0.000003
447	23.540533	0.004274	0.000004
448	23.623954	0.003731	0.000003
449	23.933875	0.003958	0.000003
450	24.271642	0.003782	0.000003
451	24.487110	0.003802	0.000003
452	24.670133	0.003832	0.000003
453	25.114623	0.004081	0.000003
454	25.299631	0.003853	0.000004
455	25.657093	0.003833	0.000003
456	25.903375	0.003827	0.000003
457	26.275013	0.003840	0.000003
458	26.407485	0.003858	0.000004
459	26.682096	0.003927	0.000003
460	26.975424	0.003969	0.000003
461	26.954573	0.003879	0.000002
462	27.455153	0.003932	0.000003
463	27.769587	0.003896	0.000003
464	28.015177	0.003911	0.000002
465	28.378206	0.003905	0.000003
466	28.604079	0.003900	0.000003
467	28.794351	0.003937	0.000003
468	29.100372	0.003980	0.000003
469	29.454136	0.004015	0.000003
470	29.698721	0.003921	0.000003
471	30.028666	0.003963	0.000003
472	30.279593	0.003965	0.000003
473	30.692172	0.003994	0.000003
474	30.902640	0.003978	0.000004
475	31.263643	0.003993	0.000003
476	31.364801	0.004028	0.000003
477	31.939675	0.003981	0.000003
478	32.268947	0.004012	0.000003
479	32.798513	0.007245	0.000005
480	34.356003	0.004098	0.000003
481	33.323176	0.004071	0.000003
482	33.524649	0.004069	0.000003
483	33.930102	0.004058	0.000003
484	34.143968	0.004092	0.000003
485	34.500456	0.004065	0.000003
486	34.862141	0.004084	0.000003
487	35.453998	0.004125	0.000004
488	35.760903	0.004431	0.000003
489	36.027765	0.004145	0.000003
490	36.279700	0.004215	0.000003
491	36.717701	0.004174	0.000003
492	36.698691	0.004197	0.000003
493	37.436420	0.004125	0.000003
494	37.581871	0.004152	0.000003
495	38.167422	0.004165	0.000003
496	38.399523	0.004258	0.000003
497	38.818724	0.004169	0.000003
498	39.087415	0.004192	0.000003
499	39.603011	0.004204	0.000003
500	0.000000	0.004502	0.000002
501	0.000000	0.004593	0.000002
502	0.000000	0.004210	0.000001
503	0.000000	0.004534	0.000002
504	0.000000	0.004240	0.000001
505	0.000000	0.004517	0.000002
506	0.000000	0.004270	0.000002
507	0.000000	0.004533	0.000002
508	0.000000	0.004260	0.000002
509	0.000000	0.004551	0.000002
510	0.000000	0.004497	0.000002
511	0.000000	0.005363	0.000003
512	0.000000	0.004408	0.000002
513	0.000000	0.004626	0.000002
514	0.000000	0.004656	0.000002
515	0.000000	0.004421	0.000002
516	0.000000	0.004659	0.000002
517	0.000000	0.004469	0.000001
518	0.000000	0.004435	0.000002
519	0.000000	0.005330	0.000002
520	0.000000	0.004354	0.000001
521	0.000000	0.004616	0.000002
522	0.000000	0.004932	0.000002
523	0.000000	0.004623	0.000002
524	0.000000	0.004405	0.000001
525	0.000000	0.004625	0.000002
526	0.000000	0.004436	0.000001
527	0.000000	0.004635	0.000002
528	0.000000	0.004440	0.000001
529	0.000000	0.004633	0.000002
530	0.000000	0.004454	0.000001
531	0.000000	0.004664	0.000002
532	0.000000	0.004485	0.000001
533	0.000000	0.004677	0.000002
534	0.000000	0.004485	0.000001
535	0.000000	0.004726	0.000002
536	0.000000	0.005079	0.000002
537	0.000000	0.004984	0.000002
538	0.000000	0.004752	0.000002
539	0.000000	0.004745	0.000002
540	0.000000	0.004850	0.000002
541	0.000000	0.004964	0.000002
542	0.000000	0.004839	0.000002
543	0.000000	0.004904	0.000002
544	0.000000	0.004707	0.000002
545	0.000000	0.004888	0.000001
546	0.000000	0.004729	0.000001
547	0.000000	0.004887	0.000003
548	0.000000	0.004811	0.000002
549	0.000000	0.004846	0.000002
550	0.000000	0.004608	0.000002
551	0.000000	0.005116	0.000002
552	0.000000	0.004608	0.000001
553	0.000000	0.004802	0.000002
554	0.000000	0.004855	0.000001
555	0.000000	0.004834	0.000002
556	0.000000	0.004981	0.000002
557	0.000000	0.004932	0.000002
558	0.000000	0.004645	0.000001
559	0.000000	0.005080	0.000002
560	0.000000	0.004650	0.000001
561	0.000000	0.005026	0.000002
562	0.000000	0.004721	0.000001
563	0.000000	0.005501	0.000002
564	0.000000	0.005019	0.000002
565	0.000000	0.004889	0.000002
566	0.000000	0.004766	0.000002
567	0.000000	0.005355	0.000002
568	0.000000	0.004783	0.000002
569	0.000000	0.005249	0.000002
570	0.000000	0.005080	0.000002
571	0.000000	0.004996	0.000001
572	0.000000	0.005090	0.000002
573	0.000000	0.004976	0.000002
574	0.000000	0.005007	0.000002
575	0.000000	0.005027	0.000002
576	0.000000	0.004975	0.000001
577	0.000000	0.005052	0.000001
578	0.000000	0.004833	0.000001
579	0.000000	0.005117	0.000001
580	0.000000	0.005033	0.000001
581	0.000000	0.005004	0.000001
582	0.000000	0.005092	0.000002
583	0.000000	0.005161	0.000003
584	0.000000	0.005091	0.000002
585	0.000000	0.005628	0.000002
586	0.000000	0.006316	0.000003
587	0.000000	0.006667	0.000003
588	0.000000	0.007799	0.000003
589	0.000000	0.004948	0.000002
590	0.000000	0.005896	0.000002
591	0.000000	0.005045	0.000002
592	0.000000	0.005132	0.000002
593	0.000000	0.004995	0.000002
594	0.000000	0.005068	0.000001
595	0.000000	0.005450	0.000003
596	0.000000	0.007949	0.000003
597	0.000000	0.006302	0.000002
598	0.000000	0.006270	0.000002
599	0.000000	0.008383	0.000003
600	0.000000	0.008344	0.000002
601	0.000000	0.004984	0.000002
602	0.000000	0.005214	0.000002
603	0.000000	0.005002	0.000002
604	0.000000	0.005016	0.000002
605	0.000000	0.005075	0.000002
606	0.000000	0.005077	0.000002
607	0.000000	0.005039	0.000001
608	0.000000	0.006036	0.000002
609	0.000000	0.007109	0.000002
610	0.000000	0.005883	0.000003
611	0.000000	0.006603	0.000003
612	0.000000	0.007333	0.000003
613	0.000000	0.006096	0.000002
614	0.000000	0.005903	0.000003
615	0.000000	0.005676	0.000002
616	0.000000	0.005504	0.000002
617	0.000000	0.006727	0.000003
618	0.000000	0.006965	0.000003
619	0.000000	0.005459	0.000002
620	0.000000	0.006407	0.000003
621	0.000000	0.005657	0.000002
622	0.000000	0.007888	0.000004
623	0.000000	0.006307	0.000003
624	0.000000	0.010087	0.000003
625	0.000000	0.005735	0.000002
626	0.000000	0.005409	0.000002
627	0.000000	0.005402	0.000002
628	0.000000	0.005395	0.000002
629	0.000000	0.005451	0.000002
630	0.000000	0.008887	0.000003
631	0.000000	0.006104	0.000002
632	0.000000	0.005749	0.000002
633	0.000000	0.005734	0.000002
634	0.000000	0.005956	0.000003
635	0.000000	0.005607	0.000002
636	0.000000	0.005861	0.000002
637	0.000000	0.005612	0.000002
638	0.000000	0.005472	0.000002
639	0.000000	0.005509	0.000002
640	0.000000	0.005490	0.000001
641	0.000000	0.006043	0.000002
642	0.000000	0.005915	0.000002
643	0.000000	0.005797	0.000001
644	0.000000	0.005516	0.000002
645	0.000000	0.005510	0.000001
646	0.000000	0.005566	0.000001
647	0.000000	0.005894	0.000002
648	0.000000	0.005665	0.000001
649	0.000000	0.005612	0.000002
650	0.000000	0.005574	0.000001
651	0.000000	0.005595	0.000001
652	0.000000	0.006074	0.000002
653	0.000000	0.005709	0.000002
654	0.000000	0.005770	0.000001
655	0.000000	0.005742	0.000002
656	0.000000	0.005810	0.000002
657	0.000000	0.008642	0.000003
658	0.000000	0.007262	0.000003
659	0.000000	0.006026	0.000002
660	0.000000	0.005606	0.000002
661	0.000000	0.006272	0.000002
662	0.000000	0.005706	0.000002
663	0.000000	0.006480	0.000002
664	0.000000	0.005870	0.000002
665	0.000000	0.006025	0.000002
666	0.000000	0.006358	0.000002
667	0.000000	0.005648	0.000002
668	0.000000	0.006149	0.000002
669	0.000000	0.006068	0.000002
670	0.000000	0.006153	0.000002
671	0.000000	0.005833	0.000002
672	0.000000	0.005868	0.000002
673	0.000000	0.005915	0.000002
674	0.000000	0.005902	0.000002
675	0.000000	0.005892	0.000002
676	0.000000	0.005888	0.000002
677	0.000000	0.005950	0.000002
678	0.000000	0.006268	0.000002
679	0.000000	0.005975	0.000002
680	0.000000	0.005957	0.000002
681	0.000000	0.006828	0.000003
682	0.000000	0.005801	0.000002
683	0.000000	0.006019	0.000002
684	0.000000	0.009592	0.000002
685	0.000000	0.010968	0.000003
686	0.000000	0.010884	0.000003
687	0.000000	0.009982	0.000002
688	0.000000	0.005977	0.000002
689	0.000000	0.010392	0.000003
690	0.000000	0.007004	0.000003
691	0.000000	0.005820	0.000002
692	0.000000	0.006167	0.000002
693	0.000000	0.006046	0.000002
694	0.000000	0.006219	0.000002
695	0.000000	0.006323	0.000002
696	0.000000	0.006044	0.000002
697	0.000000	0.006521	0.000002
698	0.000000	0.006414	0.000002
699	0.000000	0.006163	0.000002
700	0.000000	0.006162	0.000002
701	0.000000	0.006116	0.000002
702	0.000000	0.006238	0.000002
703	0.000000	0.006133	0.000003
704	0.000000	0.006400	0.000003
705	0.000000	0.007322	0.000003
706	0.000000	0.010630	0.000003
707	0.000000	0.008297	0.000002
708	0.000000	0.009645	0.000003
709	0.000000	0.006813	0.000002
710	0.000000	0.006065	0.000002
711	0.000000	0.006517	0.000002
712	0.000000	0.006431	0.000003
713	0.000000	0.006202	0.000002
714	0.000000	0.006245	0.000002
715	0.000000	0.006220	0.000002
716	0.000000	0.006063	0.000002
717	0.000000	0.006093	0.000002
718	0.000000	0.006334	0.000002
719	0.000000	0.006463	0.000003
720	0.000000	0.006245	0.000002
721	0.000000	0.006267	0.000002
722	0.000000	0.006518	0.000003
723	0.000000	0.006243	0.000002
724	0.000000	0.006475	0.000002
725	0.000000	0.006500	0.000002
726	0.000000	0.006138	0.000002
727	0.000000	0.006507	0.000003
728	0.000000	0.006787	0.000002
729	0.000000	0.006151	0.000002
730	0.000000	0.006410	0.000003
731	0.000000	0.006766	0.000002
732	0.000000	0.006437	0.000003
733	0.000000	0.006328	0.000002
734	0.000000	0.006651	0.000002
735	0.000000	0.006227	0.000002
736	0.000000	0.006179	0.000001
737	0.000000	0.006650	0.000002
738	0.000000	0.006351	0.000001
739	0.000000	0.006452	0.000002
740	0.000000	0.006459	0.000003
741	0.000000	0.006807	0.000003
742	0.000000	0.006498	0.000003
743	0.000000	0.006423	0.000003
744	0.000000	0.006459	0.000003
745	0.000000	0.006531	0.000003
746	0.000000	0.006999	0.000002
747	0.000000	0.006474	0.000002
748	0.000000	0.007020	0.000002
749	0.000000	0.006610	0.000002
750	0.000000	0.006448	0.000002
751	0.000000	0.006445	0.000003
752	0.000000	0.006656	0.000002
753	0.000000	0.006455	0.000003
754	0.000000	0.006402	0.000002
755	0.000000	0.006858	0.000002
756	0.000000	0.006696	0.000002
757	0.000000	0.006747	0.000002
758	0.000000	0.006839	0.000003
759	0.000000	0.006744	0.000003
760	0.000000	0.006694	0.000002
761	0.000000	0.006668	0.000002
762	0.000000	0.006878	0.000002
763	0.000000	0.007127	0.000002
764	0.000000	0.007837	0.000003
765	0.000000	0.006804	0.000002
766	0.000000	0.006516	0.000002
767	0.000000	0.006880	0.000002
768	0.000000	0.006828	0.000015
769	0.000000	0.006932	0.000002
770	0.000000	0.007052	0.000002
771	0.000000	0.007091	0.000001
772	0.000000	0.006801	0.000001
773	0.000000	0.006999	0.000002
774	0.000000	0.006835	0.000002
775	0.000000	0.007191	0.000002
776	0.000000	0.007234	0.000002
777	0.000000	0.007374	0.000002
778	0.000000	0.008089	0.000002
779	0.000000	0.008375	0.000002
780	0.000000	0.007702	0.000002
781	0.000000	0.007244	0.000002
782	0.000000	0.006987	0.000002
783	0.000000	0.006810	0.000003
784	0.000000	0.006734	0.000002
785	0.000000	0.006764	0.000001
786	0.000000	0.007373	0.000002
787	0.000000	0.006794	0.000001
788	0.000000	0.006839	0.000002
789	0.000000	0.006849	0.000002
790	0.000000	0.006845	0.000001
791	0.000000	0.006849	0.000001
792	0.000000	0.006864	0.000001
793	0.000000	0.006884	0.000001
794	0.000000	0.006831	0.000001
795	0.000000	0.006893	0.000001
796	0.000000	0.006875	0.000001
797	0.000000	0.006859	0.000002
798	0.000000	0.006874	0.000002
799	0.000000	0.006910	0.000002
800	0.000000	0.006903	0.000002
801	0.000000	0.006959	0.000002
802	0.000000	0.006968	0.000002
803	0.000000	0.006880	0.000002
804	0.000000	0.006893	0.000002
805	0.000000	0.006879	0.000001
806	0.000000	0.006914	0.000001
807	0.000000	0.006895	0.000002
808	0.000000	0.006934	0.000002
809	0.000000	0.006896	0.000002
810	0.000000	0.006995	0.000002
811	0.000000	0.006934	0.000002
812	0.000000	0.007009	0.000002
813	0.000000	0.006974	0.000002
814	0.000000	0.007034	0.000002
815	0.000000	0.007134	0.000002
816	0.000000	0.007450	0.000002
817	0.000000	0.011201	0.000003
818	0.000000	0.007859	0.000002
819	0.000000	0.007107	0.000002
820	0.000000	0.007281	0.000002
821	0.000000	0.007287	0.000002
