s	algo1_time	algo2_time	algo3_time
45279	0.000000	0.134603	0.002264
12	0.000022	0.000060	0.000003
120	0.000100	0.000209	0.000005
300	0.000213	0.000504	0.000012
14852	0.000000	0.026271	0.000729
7	0.000010	0.000040	0.000002
1009	0.000000	0.001680	0.000046
1999	0.000000	0.003506	0.000103
68	0.000045	0.000133	0.000003
200	0.000147	0.000361	0.000010
