s	algo1_time	algo2_time	algo3_time
12	0.000107	0.000151	0.000004
68	0.037685	0.000599	0.000005
1999	0.000000	0.019599	0.000014
45279	0.000000	0.236149	0.000140
7	0.000035	0.000069	0.000002
300	16.353754	0.001307	0.000003
1009	0.000000	0.004276	0.000004
200	2.045201	0.000874	0.000003
14852	0.000000	0.065834	0.000058
120	0.233004	0.000596	0.000002
