s	algo1_time	algo2_time	algo3_time
14852	0.000000	0.126926	0.000007
45279	0.000000	0.360114	0.000007
120	0.003331	0.000802	0.000002
200	0.021031	0.001383	0.000002
68	0.000610	0.000448	0.000002
1009	0.000000	0.007762	0.000003
7	0.000023	0.000073	0.000002
1999	0.000000	0.016660	0.000003
300	0.082402	0.002007	0.000003
12	0.000032	0.000096	0.000002
