s	algo1_time	algo2_time	algo3_time
12	0.000016	0.000083	0.000004
200	0.000258	0.000676	0.000013
120	0.000130	0.000448	0.000011
68	0.000072	0.000248	0.000007
300	0.000348	0.000970	0.000022
7	0.000009	0.000041	0.000002
1999	0.000000	0.006399	0.000185
14852	0.000000	0.042291	0.001498
45279	0.000000	0.090933	0.002218
1009	0.000000	0.001582	0.000047
