s	algo1_time	algo2_time	algo3_time
7	0.000033	0.000107	0.000004
45279	0.000000	0.210120	0.000032
200	0.085914	0.000847	0.000002
1999	0.000000	0.009185	0.000004
300	0.519880	0.001295	0.000002
68	0.001512	0.000278	0.000002
14852	0.000000	0.075912	0.000011
12	0.000038	0.000078	0.000002
1009	0.000000	0.005477	0.000003
120	0.018543	0.000975	0.000003
