s	algo1_time	algo2_time	algo3_time
12	0.000040	0.000142	0.000004
45279	0.000000	0.213070	0.000013
120	0.003471	0.000524	0.000002
300	0.156616	0.001267	0.000002
1009	0.000000	0.004236	0.000003
14852	0.000000	0.066341	0.000006
200	0.019997	0.000888	0.000002
7	0.000018	0.000057	0.000002
68	0.000583	0.000274	0.000001
1999	0.000000	0.008747	0.000003
