s	algo1_time	algo2_time	algo3_time
120	0.021812	0.000849	0.000003
45279	0.000000	0.386996	0.000006
1999	0.000000	0.015243	0.000003
200	0.088912	0.001697	0.000003
1009	0.000000	0.009094	0.000003
300	0.519944	0.002081	0.000003
7	0.000025	0.000080	0.000002
68	0.001561	0.000473	0.000002
14852	0.000000	0.149702	0.000006
12	0.000054	0.000208	0.000003
