s	algo1_time	algo2_time	algo3_time
300	0.000390	0.001007	0.000024
12	0.000014	0.000063	0.000003
68	0.000068	0.000226	0.000006
7	0.000009	0.000040	0.000002
200	0.000240	0.000642	0.000014
120	0.000145	0.000389	0.000009
45279	0.000000	0.086532	0.002253
1999	0.000000	0.003163	0.000097
1009	0.000000	0.001716	0.000049
14852	0.000000	0.024270	0.000757
