s	algo1_time	algo2_time	algo3_time
816	0.000000	0.007366	0.000002
817	0.000000	0.007604	0.000002
818	0.000000	0.007589	0.000002
819	0.000000	0.007746	0.000002
820	0.000000	0.007558	0.000003
821	0.000000	0.007767	0.000002
822	0.000000	0.007526	0.000003
823	0.000000	0.007469	0.000002
824	0.000000	0.007630	0.000002
825	0.000000	0.007687	0.000002
826	0.000000	0.007705	0.000002
827	0.000000	0.007784	0.000002
828	0.000000	0.007625	0.000001
829	0.000000	0.007653	0.000002
830	0.000000	0.007580	0.000002
831	0.000000	0.008236	0.000002
832	0.000000	0.007758	0.000002
833	0.000000	0.007668	0.000002
834	0.000000	0.007767	0.000002
835	0.000000	0.007765	0.000002
836	0.000000	0.007549	0.000002
837	0.000000	0.007900	0.000002
838	0.000000	0.007597	0.000002
839	0.000000	0.008006	0.000002
840	0.000000	0.008208	0.000003
841	0.000000	0.008022	0.000002
842	0.000000	0.007735	0.000002
843	0.000000	0.007954	0.000002
844	0.000000	0.007688	0.000002
845	0.000000	0.007744	0.000002
846	0.000000	0.007792	0.000002
847	0.000000	0.007900	0.000002
848	0.000000	0.007702	0.000002
849	0.000000	0.007942	0.000002
850	0.000000	0.007729	0.000002
851	0.000000	0.007638	0.000002
852	0.000000	0.007891	0.000002
853	0.000000	0.007877	0.000002
854	0.000000	0.008289	0.000002
855	0.000000	0.008242	0.000002
856	0.000000	0.007974	0.000002
857	0.000000	0.007824	0.000002
858	0.000000	0.008124	0.000002
859	0.000000	0.007871	0.000002
860	0.000000	0.007956	0.000002
861	0.000000	0.008149	0.000002
862	0.000000	0.007721	0.000002
863	0.000000	0.008108	0.000002
864	0.000000	0.008067	0.000002
865	0.000000	0.007991	0.000002
866	0.000000	0.007965	0.000002
867	0.000000	0.007996	0.000002
868	0.000000	0.008179	0.000002
869	0.000000	0.008138	0.000002
870	0.000000	0.008176	0.000002
871	0.000000	0.008550	0.000002
872	0.000000	0.008003	0.000002
873	0.000000	0.008124	0.000002
874	0.000000	0.008363	0.000002
875	0.000000	0.010487	0.000003
876	0.000000	0.010096	0.000003
877	0.000000	0.008941	0.000003
878	0.000000	0.008878	0.000002
879	0.000000	0.007985	0.000002
880	0.000000	0.010857	0.000003
881	0.000000	0.009084	0.000002
882	0.000000	0.008032	0.000002
883	0.000000	0.008072	0.000002
884	0.000000	0.008202	0.000002
885	0.000000	0.008373	0.000003
886	0.000000	0.007962	0.000002
887	0.000000	0.008089	0.000002
888	0.000000	0.008081	0.000002
889	0.000000	0.007906	0.000002
890	0.000000	0.008398	0.000002
891	0.000000	0.008256	0.000002
892	0.000000	0.008009	0.000002
893	0.000000	0.008051	0.000002
894	0.000000	0.008006	0.000002
895	0.000000	0.008084	0.000002
896	0.000000	0.008404	0.000001
897	0.000000	0.008625	0.000002
898	0.000000	0.008420	0.000002
899	0.000000	0.011550	0.000004
900	0.000000	0.008712	0.000002
901	0.000000	0.008268	0.000002
902	0.000000	0.008247	0.000001
903	0.000000	0.008066	0.000002
904	0.000000	0.008387	0.000002
905	0.000000	0.008247	0.000002
906	0.000000	0.008253	0.000002
907	0.000000	0.008500	0.000002
908	0.000000	0.008120	0.000002
909	0.000000	0.008485	0.000002
910	0.000000	0.008479	0.000002
911	0.000000	0.008369	0.000002
912	0.000000	0.008363	0.000002
913	0.000000	0.008417	0.000002
914	0.000000	0.008415	0.000001
915	0.000000	0.008453	0.000001
916	0.000000	0.008421	0.000001
917	0.000000	0.008238	0.000001
918	0.000000	0.008422	0.000001
919	0.000000	0.012511	0.000003
920	0.000000	0.015768	0.000003
921	0.000000	0.012481	0.000002
922	0.000000	0.008436	0.000002
923	0.000000	0.008294	0.000002
924	0.000000	0.008365	0.000002
925	0.000000	0.008455	0.000002
926	0.000000	0.008475	0.000002
927	0.000000	0.008516	0.000003
928	0.000000	0.008469	0.000002
929	0.000000	0.008457	0.000002
930	0.000000	0.008592	0.000002
931	0.000000	0.008461	0.000002
932	0.000000	0.008524	0.000001
933	0.000000	0.008543	0.000001
934	0.000000	0.008522	0.000002
935	0.000000	0.008686	0.000002
936	0.000000	0.008524	0.000002
937	0.000000	0.008657	0.000002
938	0.000000	0.008574	0.000002
939	0.000000	0.008718	0.000002
940	0.000000	0.008645	0.000002
941	0.000000	0.008815	0.000002
942	0.000000	0.009325	0.000002
943	0.000000	0.014363	0.000003
944	0.000000	0.009768	0.000002
945	0.000000	0.008830	0.000002
946	0.000000	0.008586	0.000002
947	0.000000	0.008623	0.000002
948	0.000000	0.008506	0.000002
949	0.000000	0.008748	0.000002
950	0.000000	0.008796	0.000002
951	0.000000	0.008743	0.000002
952	0.000000	0.008785	0.000002
953	0.000000	0.008625	0.000002
954	0.000000	0.008980	0.000002
955	0.000000	0.008932	0.000002
956	0.000000	0.008870	0.000002
957	0.000000	0.008811	0.000002
958	0.000000	0.008835	0.000002
959	0.000000	0.008857	0.000002
960	0.000000	0.008797	0.000001
961	0.000000	0.008868	0.000002
962	0.000000	0.008889	0.000001
963	0.000000	0.008937	0.000002
964	0.000000	0.008866	0.000002
965	0.000000	0.009004	0.000001
966	0.000000	0.009057	0.000002
967	0.000000	0.009152	0.000002
968	0.000000	0.009272	0.000002
969	0.000000	0.008985	0.000002
970	0.000000	0.008643	0.000002
971	0.000000	0.008698	0.000002
972	0.000000	0.008655	0.000002
973	0.000000	0.008904	0.000002
974	0.000000	0.008576	0.000002
975	0.000000	0.008868	0.000002
976	0.000000	0.008931	0.000001
977	0.000000	0.008817	0.000002
978	0.000000	0.008854	0.000002
979	0.000000	0.008885	0.000002
980	0.000000	0.008968	0.000002
981	0.000000	0.009021	0.000002
982	0.000000	0.008968	0.000002
983	0.000000	0.009063	0.000002
984	0.000000	0.011478	0.000003
985	0.000000	0.012030	0.000002
986	0.000000	0.009130	0.000002
987	0.000000	0.008877	0.000003
988	0.000000	0.009060	0.000002
989	0.000000	0.009173	0.000002
990	0.000000	0.009171	0.000002
991	0.000000	0.009125	0.000002
992	0.000000	0.009622	0.000002
993	0.000000	0.009136	0.000002
994	0.000000	0.009244	0.000002
995	0.000000	0.008903	0.000002
996	0.000000	0.008984	0.000002
997	0.000000	0.008925	0.000002
998	0.000000	0.008959	0.000002
999	0.000000	0.008971	0.000002
