1	0.000007	0.000046	0.000003
2	0.000007	0.000028	0.000002
3	0.000006	0.000025	0.000002
4	0.000006	0.000026	0.000001
5	0.000007	0.000042	0.000002
6	0.000008	0.000032	0.000001
7	0.000009	0.000033	0.000001
8	0.000009	0.000035	0.000001
9	0.000009	0.000051	0.000001
10	0.000011	0.000041	0.000002
11	0.000011	0.000043	0.000002
12	0.000012	0.000046	0.000002
13	0.000012	0.000061	0.000001
14	0.000014	0.000051	0.000002
15	0.000014	0.000052	0.000002
16	0.000015	0.000057	0.000002
17	0.000015	0.000074	0.000002
18	0.000017	0.000061	0.000002
19	0.000017	0.000062	0.000002
20	0.000018	0.000065	0.000002
21	0.000019	0.000080	0.000002
22	0.000021	0.000079	0.000002
23	0.000021	0.000075	0.000002
24	0.000022	0.000077	0.000002
25	0.000022	0.000091	0.000003
26	0.000025	0.000088	0.000002
27	0.000027	0.000113	0.000003
28	0.000030	0.000089	0.000002
29	0.000026	0.000104	0.000003
30	0.000027	0.000093	0.000003
31	0.000027	0.000093	0.000003
32	0.000027	0.000097	0.000003
33	0.000028	0.000115	0.000003
34	0.000030	0.000102	0.000003
35	0.000030	0.000103	0.000002
36	0.000030	0.000127	0.000003
37	0.000031	0.000122	0.000003
38	0.000032	0.000113	0.000003
39	0.000033	0.000114	0.000003
40	0.000034	0.000123	0.000004
41	0.000035	0.000133	0.000004
42	0.000036	0.000123	0.000003
43	0.000037	0.000176	0.000004
44	0.000044	0.000133	0.000004
45	0.000038	0.000144	0.000004
46	0.000038	0.000134	0.000004
47	0.000039	0.000134	0.000003
48	0.000039	0.000137	0.000004
49	0.000041	0.000153	0.000004
50	0.000041	0.000143	0.000004
51	0.000042	0.000144	0.000004
52	0.000042	0.000148	0.000004
53	0.000044	0.000162	0.000004
54	0.000045	0.000154	0.000004
55	0.000046	0.000158	0.000004
56	0.000046	0.000158	0.000004
57	0.000046	0.000172	0.000005
58	0.000050	0.000170	0.000005
59	0.000048	0.000169	0.000005
60	0.000049	0.000169	0.000005
61	0.000049	0.000170	0.000004
62	0.000050	0.000175	0.000005
63	0.000051	0.000175	0.000005
64	0.000053	0.000180	0.000005
65	0.000053	0.000186	0.000004
66	0.000055	0.000187	0.000005
67	0.000054	0.000203	0.000005
68	0.000057	0.000191	0.000005
69	0.000067	0.000198	0.000005
70	0.000057	0.000193	0.000005
71	0.000057	0.000196	0.000005
72	0.000057	0.000197	0.000005
73	0.000058	0.000200	0.000005
74	0.000059	0.000202	0.000005
75	0.000060	0.000210	0.000005
76	0.000060	0.000208	0.000005
77	0.000061	0.000211	0.000006
78	0.000065	0.000217	0.000005
79	0.000064	0.000218	0.000005
80	0.000065	0.000253	0.000007
81	0.000073	0.000224	0.000006
82	0.000065	0.000223	0.000006
83	0.000066	0.000225	0.000005
84	0.000068	0.000233	0.000005
85	0.000068	0.000252	0.000005
86	0.000069	0.000234	0.000006
87	0.000069	0.000235	0.000006
88	0.000072	0.000242	0.000006
89	0.000072	0.000242	0.000006
90	0.000073	0.000276	0.000007
91	0.000073	0.000248	0.000006
92	0.000074	0.000247	0.000006
93	0.000074	0.000251	0.000006
94	0.000100	0.000256	0.000006
95	0.000076	0.000256	0.000006
96	0.000076	0.000259	0.000006
97	0.000077	0.000260	0.000006
98	0.000126	0.000270	0.000007
99	0.000126	0.000270	0.000007
100	0.000130	0.000334	0.000007
101	0.000129	0.000295	0.000007
102	0.000128	0.000278	0.000007
103	0.000127	0.000281	0.000007
104	0.000127	0.000283	0.000006
105	0.000129	0.000284	0.000007
106	0.000127	0.000287	0.000007
107	0.000134	0.000291	0.000007
108	0.000130	0.000311	0.000007
109	0.000151	0.000300	0.000007
110	0.000138	0.000298	0.000007
111	0.000129	0.000228	0.000005
112	0.000114	0.000231	0.000005
113	0.000115	0.000225	0.000005
114	0.000113	0.000229	0.000005
115	0.000115	0.000228	0.000005
116	0.000114	0.000318	0.000005
117	0.000140	0.000270	0.000005
118	0.000115	0.000237	0.000005
119	0.000113	0.000235	0.000005
120	0.000146	0.000385	0.000005
121	0.000092	0.000216	0.000005
122	0.000090	0.000216	0.000005
123	0.000098	0.000215	0.000005
124	0.000093	0.000217	0.000005
125	0.000095	0.000220	0.000005
126	0.000119	0.000223	0.000005
